business_id,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23
6KtYYZ4ARIVa2Zj2tOcp9g,68,70,73,73,96,103,78,59,34,13,5,2,2,5,2,2,6,6,9,19,49,47,36,46
Mn6PbumS7GL2v3jPilTaeg,25,61,119,145,129,96,18,6,3,2,1,2,,3,1,6,14,22,62,132,150,139,52,18
OARQDsxyoGnnX2FfSl9HjA,9,139,110,102,236,133,38,24,7,4,2,2,1,2,1,7,7,6,4,6,7,3,4,8
2ALnrUa1_U8JHNgscad8OQ,1,3,4,8,4,13,12,11,13,6,2,1,,1,,3,,,,2,2,2,,2
dCUuzw3R2rPqKyN2Zl9zRw,30,67,144,172,131,56,16,11,3,1,2,,1,2,4,2,3,6,3,2,8,3,6,6
Rb2s2-2kIvbPXnPEuM_OBg,46,71,84,76,59,45,27,17,16,13,1,,1,,2,7,18,31,34,31,43,34,33,26
T-eEjmbEeQ53ezioW_9vxQ,12,23,10,14,14,9,2,2,1,1,,1,,,1,,1,1,2,5,4,1,2,5
YC8Llp3jlgKh8b-czHedHg,6,12,55,82,80,61,18,7,7,1,,2,2,2,2,2,2,4,7,6,5,3,6,9
7ztH6Hr-Z-O3slcZCRj8MQ,,,1,1,3,3,3,3,3,3,2,,1,,,,,,,1,,,1,
zlpLjbwrKuNs8zROgB_qUQ,4,4,5,5,8,67,157,152,124,57,37,15,3,2,3,3,3,5,4,6,2,4,,2
o1dX8oFupfjbBpYgT7TH0w,8,9,13,95,45,94,38,29,5,5,4,,2,,,1,4,7,4,6,5,4,11,5
duw-3Aj7gAKbQG-isS5UtQ,38,39,34,30,27,9,5,4,1,1,1,1,1,6,17,34,47,48,62,60,52,30,39,24
SWjKi3VJzq72d277NLSDCA,2,,,1,1,9,16,30,14,23,3,2,1,1,,,1,,,1,,,3,2
m7pPqt6UY-S1Wy0iR2IqZA,,3,3,1,1,3,3,3,1,3,1,1,,1,,,,2,,2,,6,1,
zPJiU9lAcNFM063AUK86NQ,8,5,1,,,,,,1,,,,,,,3,1,,1,,1,6,13,14
EGGdngbmVn-MA7i-6qrprw,17,22,33,55,35,32,12,5,2,4,,,1,,1,2,4,4,1,3,2,4,2,8
oJZNHz5UUVUgrZwVBVlpYw,42,24,27,22,22,28,30,24,21,17,16,13,9,7,4,8,95,364,285,95,40,46,46,41
Rd11Bosr8JkfoUhZLzpuxg,52,89,125,129,59,24,9,5,2,3,,,,,4,,2,2,24,64,40,29,34,20
bK_eTLw_uEuEyMzdZlKN6A,29,58,85,86,88,52,15,9,3,2,,,1,4,4,3,1,3,4,5,6,2,4,18
Cu5icjH_psCatgvN4fU1-A,33,34,46,49,53,52,76,74,51,44,10,3,4,,4,4,3,3,10,16,22,35,35,32
4hG2j_ibsNblDgqei05U_g,50,71,139,134,91,54,11,8,1,3,5,1,2,,2,3,3,2,4,33,41,41,34,29
G5or_Fra4-6IYOVlm_dI2Q,49,69,86,71,87,103,86,48,26,9,1,2,,1,2,3,4,3,27,32,57,32,38,35
O589S0opFB9oK8VcL5tRcA,6,6,8,19,18,31,34,38,41,26,18,7,6,3,,,,3,3,6,3,4,8,9
Y5lamf0Jv4pB48otGWrkkg,2,,5,6,20,18,21,12,15,9,5,,,1,,2,1,1,3,,,4,1,3
fQt4D34vcJNtEf8Q4zte3w,44,126,206,246,225,169,147,62,22,8,4,6,2,2,5,3,4,5,8,13,10,10,7,26
if59L5DHM4pPMrCx9HuD8A,87,129,159,185,152,101,84,74,67,40,21,22,16,17,21,44,44,78,101,106,101,49,78,77
YZGSNhgTS6YeyUYoivD-Ww,74,106,142,139,114,110,73,58,55,37,18,18,6,3,3,3,5,10,38,74,87,65,73,81
VUtazCTIc0aoOrQprP_s-Q,35,70,70,100,56,64,55,33,19,11,1,2,1,2,2,3,8,4,11,37,45,29,41,25
53tPoc8JgbTTTAMja_ciKQ,4,47,57,41,90,57,13,16,9,,,2,2,2,2,1,,3,3,3,2,,1,13
C2yaxqgm99TX8uTFpManKA,14,12,25,14,17,13,9,5,3,,,1,,,3,17,35,33,35,38,20,17,16,10
2I_qSTehoUFsDNjaqCVxlA,11,21,34,45,39,47,55,30,45,31,22,4,,,1,,1,3,4,1,4,2,5,8
meTdk3S9xikwSRcb7Uk_Nw,20,16,9,8,7,9,11,15,13,7,7,3,,,2,1,4,4,3,5,5,3,6,6
awI4hHMfa7H0Xf0-ChU5hg,227,220,216,255,245,221,192,219,216,191,132,104,55,32,33,66,76,128,228,313,280,263,209,182
PgJgpW4TKQ8IoALH2Yq-zA,64,78,93,94,61,30,4,3,5,5,,2,2,8,20,49,60,97,93,125,97,58,36,27
ORNb79LPI1lZLMo60jsDYQ,36,39,31,35,54,57,90,71,54,31,14,,,,3,4,3,2,6,3,9,14,11,16
qTmuW0C9XXuxWwumvn89sw,10,7,7,1,2,2,1,3,1,2,1,,,,5,6,6,11,11,68,51,106,78,30
DV13F0bhe55dV1AhwoO50g,9,6,10,23,50,98,102,93,66,27,10,4,1,,,,,4,2,1,2,1,,4
JPWg9acsCv_om9UFYGMJbA,100,126,159,91,58,24,5,1,3,2,,,,,,1,1,1,7,10,9,8,4,13
DCmGMVEj9KiYiyydLhKvpQ,,,,1,,,4,7,12,5,4,1,,,,1,2,,,,,,,
1PVFYjySeMsHUYnshzpAGw,,2,2,8,6,20,54,66,65,62,29,10,6,1,1,,1,,,,3,1,,
uB9i7cEBW4KTOH8PqAEabw,,,,,,,2,2,,,1,,,,,,1,,,,,1,,
ohz8ljVxcZMo2bMGrBZfgw,55,79,79,82,83,46,18,4,,,,,,2,,2,,2,16,36,65,43,36,23
93EdKPCH1aFAOBntYy7N6g,10,6,3,5,2,,1,,,,,,,,,,,,,,,,3,1
2UgRg5a6KmpbD_SZfhNrKg,62,90,93,113,111,143,135,109,48,14,1,,1,,,3,1,3,2,,2,4,5,44
jBhOVAEdnzCJvgSnvA4UDw,26,80,94,126,161,211,252,250,182,69,14,4,2,2,,2,1,2,7,10,8,10,22,16
sSmt7JFTDNCcK1KfMVO2hw,27,35,32,29,45,32,27,12,8,2,1,,,,1,,12,11,20,35,23,26,23,37
frBAaI0FRj1BwnToT1AFZA,7,15,15,19,23,13,22,12,9,4,2,1,,,1,2,,2,1,2,1,2,3,3
QgWPqUuDFm5wF5UpNECZYg,5,9,5,5,6,7,2,4,1,2,,1,,1,1,1,,4,8,5,5,9,10,10
u4o4TtSADbtgrlgmPlkSPg,5,9,3,1,9,,2,,,1,,2,,,,1,2,2,2,2,1,1,1,2
bK70PtUK5nGGLzP7tChaeg,1,10,18,11,8,9,4,1,1,,,1,1,1,,2,,1,2,1,1,3,2,5
ZebnMoRwFEWqQjd6kjxCpA,,,1,1,2,8,6,4,1,7,2,2,6,2,1,,,,1,,,1,,3
N0apJkxIem2E8irTBRKnHw,121,159,246,259,221,205,155,141,92,73,60,42,14,7,7,9,12,14,61,159,160,125,106,81
RhEvP5flF6KoPriMHmVYGg,748,908,995,866,742,576,361,230,135,61,36,20,24,48,115,226,307,392,533,614,640,611,499,639
w55sCX7ZkLIJNhl_RhwjEg,15,36,22,13,20,13,8,6,6,3,3,2,,,,,,1,1,8,7,7,12,18
PYe_FDw6QTbTf66WcGE_tw,17,18,11,8,11,9,5,14,5,1,1,1,1,,,2,1,1,1,5,5,5,9,3
d6_UHGiMQb5_m8mi_tRc2Q,34,49,34,45,47,62,47,27,3,4,1,1,1,1,1,1,5,6,3,15,26,28,39,37
U-zsJM-VN89i3PbaIbKmJw,110,130,130,105,103,58,49,18,11,5,1,1,,,8,7,9,32,48,74,75,85,74,91
aNe8ofTYrealxqv7VtFTuw,110,111,110,96,63,55,63,122,106,39,27,23,7,5,9,14,15,9,27,57,41,25,19,53
QpPyuxHVVJ6BtXd-FoCjgw,5,5,3,12,31,27,17,9,3,3,,,,1,2,1,,6,4,2,4,3,2,3
1p0Iu66E3ooq_tZkcmCZkg,1,2,13,9,8,16,5,9,2,1,,,,1,1,,,1,1,1,,,1,
VyjyHoBg3KC5BSFRlD0ZPQ,1061,1138,1074,929,799,677,536,447,318,162,131,89,109,119,192,295,427,538,726,869,955,974,1010,1033
m4EqSB0aI17jzMyCtdfWAA,16,12,8,3,6,2,3,7,4,2,2,1,1,1,,6,11,7,18,24,43,42,31,11
4X0KWUPcD2EkHN83aa4cXg,39,52,47,54,34,31,19,23,11,6,2,2,,2,4,9,15,20,27,29,51,40,33,46
A8IouaHOlMHoVIRuAKbKzA,18,15,21,17,14,7,1,4,6,1,1,1,1,2,2,1,5,2,2,1,5,2,7,4
Ty9d2LrMfL0CCvJYbOEf_g,,,1,1,6,5,1,4,2,,,,,,,,,,,3,,3,1,
YRiQtFNteLUUEiGkdQ23vg,23,32,45,30,33,20,22,13,7,10,5,2,,1,1,3,2,4,10,17,28,19,14,16
p0iEUamJVp_QpaheE-Nz_g,491,721,677,474,424,437,377,536,410,244,196,179,199,227,228,220,339,291,319,342,357,362,356,356
gBfPyzPRmeOaj3SdcIj0Rw,88,151,189,180,140,65,18,5,5,1,1,2,1,1,2,6,8,7,6,53,59,76,60,78
VahVKCDFougCFlWH87OYZQ,18,22,32,24,16,12,8,12,7,10,2,1,,1,2,4,6,10,28,31,17,12,7,8
_wnAPt7ehpybzQptYKNHxQ,2,,,1,1,,,4,,,,,,,1,3,4,1,,1,2,1,1,1
MqIgMLUdD53r_dmx1goYJg,66,83,96,79,66,53,55,47,52,45,35,24,10,5,5,19,37,41,29,31,26,16,24,28
9d36_PI9Fh7kZ-Pybr2QiA,33,22,60,64,84,80,48,23,2,1,,,,,,,2,1,2,18,17,22,15,13
M--CB6Fhp4XKxsR2PlcP9w,54,59,36,49,44,36,12,6,2,2,,,2,2,3,1,4,9,19,35,44,58,48,63
CZF9Nm8CFY2R9ZhfwYIARQ,21,24,29,32,21,18,18,18,21,15,4,4,,1,1,3,6,7,20,34,24,11,10,16
grA7IS-bMv9wYBoCOEa7GQ,27,22,19,6,3,3,,,,,,,,,,3,2,26,44,28,45,30,32,42
1CWMNSTRMejdSyXBG2chNg,35,41,52,47,25,26,18,18,11,9,2,1,1,5,6,2,2,6,7,20,16,16,9,19
mBPoC45aHpiqx6wp-FpE2g,4,12,10,10,6,6,10,17,10,7,4,,,1,,,,3,2,6,8,4,7,6
MDVbJicJvqaO4WGx0vEabQ,57,52,68,62,49,41,10,3,1,,,,,,,1,1,1,32,82,78,51,43,25
jdAdf7keZac1idbgNKG2pw,31,43,36,33,24,22,23,10,12,3,4,3,2,5,2,5,4,10,10,11,16,10,7,28
eoyvbnRYQe-z85e8Rc6vAg,30,61,67,55,56,31,10,6,2,2,2,,,,3,2,4,8,7,19,21,27,22,29
LlCbRAZfVkyqL21yKSyd4w,6,3,2,5,1,3,2,1,,,,,1,,,1,,3,3,2,4,1,5,1
fwuvm9wWcvFwpQXzcneaDQ,3,3,44,52,36,20,18,4,3,,1,,3,1,3,3,4,1,3,3,1,4,1,2
mRsb657hi4iQcb0r5_VlYw,12,24,12,22,22,16,5,10,8,14,9,4,5,3,12,22,16,20,12,21,14,27,13,11
bYw7mT1e3frkxG0nd2_mjg,,,,,,,,,,,,,,,,,1,,1,1,,,,
5XORYO9raiXVZSGGPvjSmA,13,14,11,9,8,8,7,2,4,,1,,2,,,4,8,3,3,4,2,7,12,7
w7r_pDUR56k0raVroQhhww,103,122,116,106,82,65,39,41,35,25,27,18,7,4,6,9,26,30,27,51,39,28,47,95
Cr4ipI-tr-R8Q0NilkWNkA,57,93,154,137,148,122,112,88,52,16,2,1,1,2,3,9,3,4,6,5,5,4,11,27
F-g0QH4IvrFtJUVRzDtzCA,8,14,15,11,12,4,13,21,15,14,7,4,1,2,,1,,,3,2,2,2,1,5
9hEPwq1GmU1dp3ZyBB9ASQ,13,23,14,11,6,8,14,23,26,11,6,4,3,,,,,3,16,27,4,4,4,4
DC3Uyai-vCCUgMmMvLESlw,37,51,52,54,47,36,28,18,23,22,21,20,10,17,14,2,7,6,9,17,16,18,11,33
kMLbk84aClc4qwSnuuuFzw,28,29,34,67,66,32,11,3,5,,1,,,,1,2,3,5,4,3,4,9,20,19
lxPWvoHDxgxBXIwfRjtLwg,,7,9,25,23,25,34,23,32,18,16,5,,,,,,,,,,,1,
VR8QvH2g-jEG5EfMzA_G9w,115,124,154,174,187,138,107,69,52,21,5,,2,2,2,4,9,4,36,74,110,87,103,105
b5uCtk5iUcdeSWBNAx40Ug,11,9,13,7,5,4,5,3,3,5,2,1,,1,,,,,1,2,4,4,1,3
Cr-ywH3ZjBqCyolXf8BpVA,15,24,30,20,9,3,5,2,,1,,,,,,1,,,2,,,1,1,
8bYXg27QEoAx7us15eIL5g,10,37,25,20,11,15,4,2,,,,,,,1,,3,,11,30,31,16,14,13
eSLwC2iFJOU4UWXyuPiTpg,47,64,77,74,62,57,46,27,13,7,4,1,,,,3,9,18,27,44,42,28,36,30
E67gGK8yOn9kkNzx8FzQKA,150,198,232,176,151,120,85,45,26,29,12,7,6,3,6,5,7,5,27,66,94,98,89,88
CAxHrXoPrbf0e0AYFPhv6g,25,26,39,30,11,9,8,11,11,11,2,2,1,2,5,15,15,30,26,15,17,13,11,12
glVCZzuFSnf24UGYsOl2Vw,19,22,24,22,41,51,58,72,96,35,24,7,5,5,4,4,4,1,3,5,9,8,6,9
NSifXpsCRvnsBRqrHF9CJA,9,24,31,23,24,14,13,22,13,14,8,5,13,6,9,5,4,3,8,6,11,7,5,11
BLIJ-p5wYuAhw6Pp6mh6mw,803,861,853,876,768,678,593,575,469,336,194,176,95,100,204,239,362,440,567,685,702,736,746,821
6V_7ldr9tjmet0BdAnC34A,122,107,43,95,37,17,8,6,1,2,1,1,,1,3,3,4,,7,2,2,1,,9
AWmVRR-ekJgJgHZsxSNwpQ,7,11,5,1,7,5,4,3,,,1,1,,2,,1,2,2,3,5,7,5,3,8
qtc1YZix_5lHBJTZq7DOpA,17,22,40,45,32,24,8,3,2,,,,,,2,1,3,2,10,12,29,32,28,19
GU7ww3eoGTcXAze8VJtC7g,8,17,19,27,23,4,4,,,1,,,,,,,,,2,1,1,1,2,
01SiPgdiOskMC5bUJoyy_g,29,34,36,37,26,18,16,12,7,13,10,9,3,1,3,8,2,13,38,72,60,21,18,20
NW366Ota9w52nYofW99u1g,13,13,20,20,20,19,13,8,3,4,,,,,,1,,1,2,17,20,16,24,16
Trbt0Ex85yvwT8DHoEFCvg,25,23,33,38,31,20,7,4,1,,,1,,1,2,12,40,40,61,55,42,37,30,26
L3OYVwagsz4fuxpiLi4HUA,4,10,8,2,5,8,10,6,6,4,2,3,6,6,5,12,6,6,6,6,7,2,2,2
izl2fi4Ya2W3GqpQ928oSQ,22,8,3,1,,,,,1,,1,,1,1,1,,,,1,1,2,4,32,29
KWBCsxyH7OxsibiY95fx2g,3,,,,,1,1,,1,,,,,,,2,,,3,1,1,3,,9
86stmK3Vm2f5W6PdyvuLrQ,21,20,45,19,18,11,7,,,,,,,,,,1,1,11,8,10,11,11,13
zTNFyAXMEkgVP-o_HTC2xw,15,25,28,45,24,9,3,1,2,1,2,1,,1,1,1,1,1,5,3,3,1,2,3
4QmwJBk9VPKyO2DfUeIVWg,7,21,14,12,20,11,9,24,21,15,9,10,6,5,6,5,5,2,7,7,9,10,7,7
pzIcN449xQWWyPWsmj10OA,12,8,25,18,23,26,19,11,10,6,4,1,2,1,2,,3,1,4,39,28,7,8,5
3wQy58Fdg_xrgul2FOw0_A,5,6,29,12,3,4,2,3,1,,,,1,,1,,,4,3,5,2,2,1,6
6HVSHPfhO5RUX4oi6YbKuA,4,2,1,,,,1,,1,,,,,,,,1,,1,,,,7,5
41Kbugm-qmIQTt7unkALYQ,11,35,40,45,29,18,3,2,,2,1,,,1,,,,1,1,4,3,1,4,5
KOPittXGiS_CpoAYdPpqGQ,8,11,16,11,11,7,3,1,1,1,,,,,,,,,,2,,,1,
yhYhK7tb3la5KcLlVzG5Lw,2,5,2,10,15,49,91,75,45,29,8,4,,2,1,1,1,2,4,2,3,6,1,2
LeuGZImVz_IG1e-SMYTSXw,1,3,3,4,15,19,28,25,18,7,4,1,,1,,1,,,,1,,2,1,
16Fplxu-OwVmTEFxQAUP4g,24,63,96,73,62,35,18,4,2,2,3,1,1,1,1,3,2,1,3,1,3,1,,4
g8oxQ1Ji9mr9PMjhEfaWSg,89,104,138,127,96,58,38,16,7,6,4,3,1,,,1,4,10,30,48,75,75,84,66
0AQnRQw34IQW9-1gJkYnMA,206,241,207,218,170,149,90,29,19,12,5,1,3,,4,5,12,34,78,165,169,170,176,168
cPmThZ7Ugpd8eJnIObOy0Q,71,127,161,132,73,17,5,1,,,,,,,2,1,,2,28,81,84,54,37,53
mz9ltimeAIy2c2qf5ctljw,20,298,178,173,413,158,86,53,15,5,2,1,2,5,5,9,9,21,8,13,13,7,17,14
mPbOzrmqgDqpgTw2fLHUPg,,1,,,,,,1,1,,1,1,,,,,1,,,,,,,
0KFA2m39eZwq2F7WvMCoyw,17,14,17,22,29,28,39,37,31,17,12,7,3,3,2,5,2,9,5,1,6,11,7,8
68vGFIH94olrtPi1kAEYVw,,10,27,15,7,2,1,,1,,1,,,,,1,,,1,,1,1,,1
q-5tLFZTQPmK0zE1E63lXA,3,,,3,5,,1,1,,,,,,,,1,1,1,,,,2,1,
uGupeWqih0yIcCg8anM1PA,651,714,600,570,494,503,415,393,264,200,126,82,71,96,167,362,482,524,581,651,624,640,746,673
G9yM_HbWSXto5D-1ppKuJA,,,1,1,1,,,,,,,,,2,,,,,,,,,,1
in1hs9ZPiywjuY1MpMZNkQ,22,41,44,41,31,40,64,65,42,24,13,,2,3,1,3,2,5,4,4,10,8,9,13
SycXTaA4MeJZuDK4Y1owDQ,69,104,96,74,29,3,2,1,,2,,,,,,,,2,10,61,61,35,27,21
DogtzIX8OqcsSigxqnQ9WQ,24,10,17,17,15,11,15,8,10,2,1,,1,,3,1,5,2,7,14,13,13,14,21
A5_opCP5Gq_x1pI8ZbVa2g,6,11,14,4,5,3,,,1,2,,,,,1,2,2,,1,2,,2,1,2
TX6BBY9rXOrNlHZdGmbrIQ,20,12,8,5,1,,4,2,,,,,1,1,,,,2,1,2,1,1,1,2
CqAfATa4bN_VD5BuY82TRQ,,,3,23,14,11,6,6,,,,,3,1,,2,,,,,,1,,
COeoqrKejlMnwgyAzTVzKw,1,3,2,1,,,,,,1,,,,,1,,,,,,1,,,
A6qvHu4tVEKzwjZjWSCeRQ,18,32,37,75,41,15,10,1,5,,,,,1,1,1,,3,4,6,3,8,6,10
1UZi8dTv44-qizFTI64UJA,1,,12,15,3,4,1,,,,,,1,,2,,,1,,1,,4,2,
ZqLPwzbrGjOnwescG6ltEQ,,,,,,,,,,,,,,,,,,,,,,,,1
NiJfIfs31PK5BHmZnuYoLA,8,4,1,1,,2,,,,,2,2,,,1,2,2,5,16,17,18,13,9,8
L_gl5gnEMxvADScorL-2Hw,34,45,31,25,19,19,20,11,11,8,2,,9,13,4,1,3,3,5,25,10,4,5,14
znI3PLvLNIKvBZFCrgQg9A,,,,1,,,,,,,,,,,,,,,,,,,,
ABJjxuO6oh5D9R48-eAUdQ,20,27,37,36,20,12,6,2,4,2,1,,1,3,13,25,31,42,49,57,43,34,25,21
7Xw_vv-ekUL2sTqipnKT0g,132,200,201,187,142,133,96,63,65,29,22,8,9,7,2,10,5,22,94,135,108,90,83,90
maIam6HyU4FB_sBIk9ippA,9,26,22,14,19,15,18,16,24,19,13,7,5,7,38,24,13,7,15,7,6,11,12,4
issNocLJCc1YbTdnwEIlXA,8,4,8,8,12,19,21,17,4,8,,3,,,1,,5,3,4,4,2,6,2,3
-ilCufjKjeswCLyIrCtuqQ,32,22,25,26,21,24,18,20,29,12,13,9,3,1,2,2,1,3,13,14,16,21,15,16
pzUm_jLzVa9JAf4sC6tPLg,,,1,12,2,15,4,3,3,1,,1,,1,1,,,,,,,1,,4
at69MquP_MRqzWEohXlJLA,10,22,20,11,12,20,17,7,4,2,1,,1,,,,,,2,1,2,5,6,6
glTBzDHv9wNhEsZa4bQrOA,5,13,18,33,34,19,42,32,25,12,2,1,,,,1,,,1,2,1,,2,3
vw81ARj4ihGzcmanHw6dUg,7,8,10,5,19,16,32,30,24,16,6,1,2,1,2,1,3,1,2,4,,1,7,4
8jlSRdjL4ARMhS3gXrqJmQ,20,18,11,11,11,15,17,12,14,11,7,4,,,1,3,3,8,8,5,12,11,14,18
O_C-2kZMHGnq3ZDL_OaG6Q,22,42,62,50,41,34,16,10,5,,1,,,,1,16,39,39,45,46,39,30,37,34
gtB-1QxTscdPj78UE5sWuQ,49,60,86,77,52,46,27,39,24,10,15,7,7,2,6,4,7,10,12,14,34,30,31,23
7fxebHYUwIF6CakxSr70iQ,38,80,154,198,139,86,46,13,4,3,1,,2,3,2,1,5,6,10,19,24,26,20,24
UCpUOtvqR-NBWBNVMzJleA,159,218,261,254,232,244,269,238,134,79,34,10,2,12,7,4,4,4,11,11,11,4,6,67
ywCvmXdxwNLICkene1lDnA,7,14,15,14,15,7,6,7,2,3,,,,,,,,1,2,3,1,1,2,2
7zec5DCEukcx8GRFn9LbLQ,13,21,43,62,59,50,33,16,3,3,3,2,2,,6,10,5,8,9,11,8,16,4,9
xGU6La_nGJ7cJrMhbtp__Q,4,5,30,32,45,90,57,56,36,14,10,5,1,,1,1,1,1,1,2,2,4,5,1
9M_P2iMIkf6EGZ47DyxaDA,21,25,22,29,17,22,11,6,3,3,,2,,,,1,3,4,13,6,7,18,23,17
J4CATH00YZrq8Bne2S4_cw,43,139,217,218,209,122,45,15,6,9,3,,,3,5,8,6,17,14,13,12,7,16,2
TscyJToVcStsohgRG9qM7g,3,11,19,18,3,4,1,2,1,,,,,,,,,,,1,1,,1,1
UYh1N1xQhOh-a7nX92xPzQ,362,366,366,343,332,196,59,14,3,1,,1,,3,10,4,6,8,76,205,245,168,171,269
A5Rkh7UymKm0_Rxm9K2PJw,510,539,557,489,517,595,491,317,119,24,4,2,2,13,7,11,14,9,104,242,269,223,274,439
RX8Q4_nu3VnAwXtHdgAKCg,4,13,9,3,1,7,4,4,1,,,,1,,3,1,3,4,1,2,4,,1,1
82H9MpHRKRIpY6WdKEVL1g,24,19,11,12,7,4,5,1,4,1,,1,,2,6,10,27,35,46,42,38,53,28,31
EPKg3b0BK20-VKmzrP2W-A,9,3,10,9,8,4,7,3,6,1,2,2,,6,8,14,18,13,8,6,1,8,4,2
pH0BLkL4cbxKzu471VZnuA,191,264,327,387,309,228,177,130,54,18,3,2,3,2,8,20,28,29,79,170,175,167,118,147
lZZLmG1ANLq2Yb3KuVA4NA,16,13,11,13,11,9,1,1,1,1,1,,3,1,2,6,13,12,20,13,9,8,6,4
TeHl9XewPDV8ep7oHRkHXg,6,5,12,13,14,17,21,11,9,9,7,9,5,8,13,15,14,7,5,6,4,6,4,8
uuGlYAIvYAX1q1KhpY6dtA,63,66,145,124,95,78,30,17,13,8,5,,1,1,3,4,4,5,4,4,4,2,8,12
UJ3J2vIJOrxQ9q7M06Wm4Q,69,39,20,34,23,14,6,6,4,1,1,,1,1,5,35,60,64,54,62,68,79,73,67
uDeycmwCy26ALJHeG3SsEA,126,175,181,146,125,87,60,32,26,20,9,3,4,1,6,11,9,16,33,36,35,42,49,96
MXc4Pm6mL5gOc3zlKw5QDg,,,1,3,3,2,,,,,,,,,,,,1,,,,,,4
Al0uCu7s9LQEURwV1F6Bfg,46,27,17,21,13,23,18,19,14,7,2,,3,2,5,6,10,28,74,123,129,81,70,50
_ZfjpSEO5ntk-1hbnwCR4g,85,92,83,75,77,61,61,54,47,34,25,13,19,14,29,49,74,62,67,68,63,70,79,94
Hid4nlHKz1tm3KaxOUyvCg,1,4,6,12,9,3,2,4,,1,,,,,,1,1,3,3,2,,2,2,1
y7clAfbS26JUp_EtEGpWHQ,5,40,133,67,38,21,4,,1,1,1,1,,2,2,3,5,5,1,1,6,3,5,1
b48IZPvY6MQO8MXK3uCNCQ,24,12,10,9,8,10,10,9,7,5,2,,2,,1,1,2,,2,1,6,10,15,16
oXL7Jm7N_dUMKV4Oe-C1lA,6,6,5,2,3,2,4,2,2,1,1,,,,1,1,,2,3,4,3,10,4,7
fGt3udZE8r9JkbfMZnawXg,8,24,17,5,,4,3,,,,,,,,1,,,,,1,,,,
5t9kTG9DakuamJgY65HA7w,1,5,1,4,1,1,,,,,,,,,,,1,,1,,1,,,3
LnEaDZms5NfvZHLnvamgyA,10,17,9,29,38,47,50,40,40,20,11,2,,,,1,5,3,3,5,9,4,13,12
n4tpkZKqg45ft406vYCF7g,6,11,9,16,16,12,5,8,,2,1,1,,,,,,,,1,4,3,3,4
-4gwgdvSq_PqOmHb70au8Q,,,1,1,1,1,1,2,1,,,,,,,1,,,,,,,,
1qTx9z8RMz7RIYKAfnpZ0A,11,23,23,23,13,11,12,7,1,,,,,,,,,2,3,6,,,1,5
4zD8uwQd1RCbpN1l0fJ64A,7,1,5,4,4,2,7,2,4,1,,1,1,1,2,1,,5,1,5,3,7,5,8
MgYq2omgweKHyTBBqzQplQ,13,6,28,19,21,11,10,14,7,4,2,2,1,6,3,,4,5,12,5,6,11,15,11
VaKXUpmWTTWDKbpJ3aQdMw,159,263,244,238,196,148,102,71,35,24,21,9,5,4,2,2,3,7,46,106,91,69,63,87
w8zw4-3Ns2M4CQxeW9Bszw,,,,3,1,15,28,36,27,10,5,2,1,,,1,,1,2,1,2,,2,
0WQVG1oZOkdUvi7XoGp5OA,14,13,12,9,8,6,33,89,73,20,10,4,5,5,,2,2,2,3,,2,3,3,6
o6f_n_YyqHq1e7zXz_BP8w,6,17,5,3,5,1,2,,1,,,,,,,,1,,,1,2,,,
l3joBBpkq0ib11dKUpKMAw,2,38,74,130,166,150,149,150,97,78,45,13,10,2,3,,,1,2,2,1,3,5,2
VsewHMsfj1Mgsl2i_hio7w,68,109,205,207,192,204,301,265,139,70,31,12,3,6,8,6,11,14,13,17,16,6,17,22
i_K9elBRuVJsKEl8nsu5Yg,15,11,14,14,11,25,22,17,18,16,9,1,1,,1,,1,1,4,4,2,4,13,4
GGoQdKo8QgKfTW23hf4Tuw,30,29,23,23,20,33,25,28,21,8,8,5,7,6,14,8,13,13,23,31,29,24,31,20
S4xzKrDov_QbC5zNyTOEyw,2,4,3,3,,2,,,1,,,,,,,,,,,,,1,,3
W-3Sy3fy85mQdd0ZNFKIiw,31,36,56,45,28,20,9,3,1,,,,,,,,,2,8,25,14,28,17,17
CMN3KmB5SEfONN00s2nEeQ,4,51,32,31,75,18,12,8,1,1,,,,,2,,,2,2,4,,2,2,7
xTOX8D1Tavoi9vPWL-nWdQ,62,64,55,49,51,68,65,68,32,9,5,3,2,2,3,2,10,9,11,16,19,23,32,40
viji5rHhNlsy9w-JmUhyaw,61,91,99,78,45,20,1,2,,1,,,,1,1,1,2,2,30,79,67,58,43,25
fQt9QVAZM9PM0wFDdROvWw,87,159,156,178,254,228,186,134,88,78,29,18,9,8,2,9,9,17,21,33,58,69,78,75
6PqYwabO2g1r2ZB7eImOiw,57,71,108,72,30,16,6,3,,1,1,,,3,4,1,3,7,24,36,50,45,34,37
PIXl4WvAqjl2w9Lj81zXvQ,47,103,133,115,94,23,12,3,1,2,,2,,1,2,2,,4,,2,6,3,17,18
MpmFFw0GE_2iRFPdsRpJbA,31,29,55,70,134,485,889,797,535,289,155,80,30,11,5,13,12,16,14,27,17,15,27,21
tXq5OcDNUT9boWJtaxtOlA,26,33,33,30,24,19,18,40,17,13,5,2,,2,1,1,3,3,10,12,10,10,8,12
S2bGqPoTjUc2ywC9FYuBsw,,,1,,,1,,,,,,,,,,2,,,2,,3,1,1,1
64QldpwnBOWbv25w2wngmg,32,20,36,32,24,32,30,33,21,10,3,,1,3,4,5,8,17,18,15,18,24,17,18
