business_id,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23
Rb2s2-2kIvbPXnPEuM_OBg,47,34,46,44,46,33,32,26,26,10,3,5,1,,2,5,13,26,44,34,27,34,31,26
T-eEjmbEeQ53ezioW_9vxQ,11,9,19,12,10,4,2,2,,,1,,,,1,1,,1,,,1,1,1,6
YC8Llp3jlgKh8b-czHedHg,6,11,52,83,81,118,31,37,4,1,,1,2,,,3,5,5,10,5,6,9,5,4
7ztH6Hr-Z-O3slcZCRj8MQ,,,,,2,2,3,2,1,,,,,,,,,,,,,,,
zlpLjbwrKuNs8zROgB_qUQ,3,2,6,2,10,96,145,165,126,76,36,14,1,2,2,2,,2,,4,3,2,3,1
o1dX8oFupfjbBpYgT7TH0w,2,30,13,94,63,114,79,56,18,5,1,,,1,1,4,3,8,7,5,3,2,5,
duw-3Aj7gAKbQG-isS5UtQ,18,17,17,21,11,5,2,1,2,,,,2,1,8,25,52,64,95,80,49,36,20,8
SWjKi3VJzq72d277NLSDCA,1,,2,1,2,3,41,58,53,31,14,7,4,,,,,,,3,,1,,
m7pPqt6UY-S1Wy0iR2IqZA,1,,,1,2,2,,1,4,3,3,1,1,,,1,1,3,,,4,,1,1
zPJiU9lAcNFM063AUK86NQ,2,4,,1,,1,,,,,,1,,,,,1,1,,2,2,4,10,7
EGGdngbmVn-MA7i-6qrprw,17,24,27,43,41,20,14,5,2,,2,1,1,,,1,,,2,1,1,1,3,2
oJZNHz5UUVUgrZwVBVlpYw,34,24,16,18,16,25,21,17,12,21,6,3,7,5,4,4,68,245,151,59,25,41,34,37
Rd11Bosr8JkfoUhZLzpuxg,20,48,74,99,59,27,8,5,1,1,,,,,,2,1,1,1,11,22,35,20,15
bK_eTLw_uEuEyMzdZlKN6A,20,31,54,60,50,43,11,2,2,,1,,,,,,2,1,2,,3,3,4,4
Cu5icjH_psCatgvN4fU1-A,37,25,32,33,16,59,43,61,37,44,16,3,2,2,2,3,2,2,4,14,16,30,36,35
4hG2j_ibsNblDgqei05U_g,35,50,94,99,84,44,20,8,1,,1,,,,1,2,3,4,2,29,32,37,32,21
G5or_Fra4-6IYOVlm_dI2Q,34,36,34,67,49,49,52,39,37,18,5,6,,,,,1,4,10,25,42,30,41,41
O589S0opFB9oK8VcL5tRcA,3,4,11,18,11,12,26,41,30,37,32,24,11,6,,3,3,1,4,1,2,4,4,8
Y5lamf0Jv4pB48otGWrkkg,,2,1,4,10,1,3,13,7,3,1,3,,,,,1,2,1,1,,3,,2
fQt4D34vcJNtEf8Q4zte3w,32,86,139,196,178,165,136,73,23,18,7,7,2,,3,1,3,2,6,6,14,6,11,7
if59L5DHM4pPMrCx9HuD8A,67,92,66,77,63,63,54,56,49,33,27,27,16,15,15,27,37,60,62,76,79,55,50,53
YZGSNhgTS6YeyUYoivD-Ww,46,79,77,71,55,66,40,45,32,29,9,15,6,4,6,1,7,3,23,41,58,40,47,41
VUtazCTIc0aoOrQprP_s-Q,24,38,39,38,37,49,43,38,34,18,13,1,,,1,2,1,4,20,18,39,31,24,21
53tPoc8JgbTTTAMja_ciKQ,10,28,18,16,50,34,5,5,3,1,,,,1,4,3,4,1,2,2,2,1,18,22
C2yaxqgm99TX8uTFpManKA,15,4,15,13,11,15,19,24,20,19,2,,,,1,3,16,20,29,18,24,19,12,7
2I_qSTehoUFsDNjaqCVxlA,9,12,24,28,21,33,50,55,70,71,57,16,1,,,,,,3,,1,3,3,5
meTdk3S9xikwSRcb7Uk_Nw,3,10,3,4,3,6,7,9,5,7,3,4,2,,1,,,3,4,2,4,2,2,5
awI4hHMfa7H0Xf0-ChU5hg,134,126,126,120,130,120,130,139,173,144,154,125,86,49,44,58,79,145,197,237,253,192,174,130
PgJgpW4TKQ8IoALH2Yq-zA,31,43,68,58,41,17,4,3,1,2,,,2,1,4,14,35,54,101,110,86,61,28,21
ORNb79LPI1lZLMo60jsDYQ,11,26,18,20,57,52,93,85,61,46,18,4,1,2,,3,2,3,2,5,5,13,11,8
qTmuW0C9XXuxWwumvn89sw,14,6,3,1,2,1,2,1,2,,1,,,1,2,3,2,6,5,16,19,51,32,22
DV13F0bhe55dV1AhwoO50g,3,,5,12,35,63,110,120,114,54,22,6,2,,,,2,1,,3,3,4,3,2
JPWg9acsCv_om9UFYGMJbA,38,87,87,64,37,22,10,1,,,,,,,1,1,,3,9,6,2,5,4,7
DCmGMVEj9KiYiyydLhKvpQ,,,,,,2,3,14,17,10,3,1,2,,,,1,,1,,1,,1,
1PVFYjySeMsHUYnshzpAGw,1,3,2,,6,13,61,102,93,72,36,24,3,2,,,,1,,4,1,1,2,
uB9i7cEBW4KTOH8PqAEabw,,,,,2,,,2,1,1,,,1,,,,,,,,,,,
ohz8ljVxcZMo2bMGrBZfgw,22,32,44,64,31,19,11,3,2,,,,,,,2,,3,6,20,17,24,19,24
93EdKPCH1aFAOBntYy7N6g,3,1,2,1,3,3,1,1,1,,,,,,1,,10,10,5,2,7,6,4,2
2UgRg5a6KmpbD_SZfhNrKg,20,38,61,114,141,199,249,239,157,47,15,3,,,,1,1,,2,2,4,2,3,4
jBhOVAEdnzCJvgSnvA4UDw,26,26,50,93,156,248,372,339,298,195,82,20,2,,,1,,,1,4,3,5,6,9
sSmt7JFTDNCcK1KfMVO2hw,20,22,25,30,31,35,33,24,26,14,,,,,,,2,1,11,10,19,24,13,27
frBAaI0FRj1BwnToT1AFZA,7,10,10,8,8,20,9,19,8,10,1,,,,,,,2,1,,3,1,,5
QgWPqUuDFm5wF5UpNECZYg,7,3,8,8,5,4,6,3,1,,2,1,,1,1,1,,,3,2,7,,5,6
u4o4TtSADbtgrlgmPlkSPg,2,8,1,6,2,5,3,5,2,,1,,,,1,,,,1,,,,,1
bK70PtUK5nGGLzP7tChaeg,2,5,4,5,6,1,1,4,1,,,2,,,,,1,,1,1,2,3,1,1
ZebnMoRwFEWqQjd6kjxCpA,,,1,1,,,3,,3,,,,,,,,,,,,,1,1,
N0apJkxIem2E8irTBRKnHw,75,127,139,144,151,116,99,85,79,80,42,34,21,9,3,1,10,4,47,103,118,100,70,77
RhEvP5flF6KoPriMHmVYGg,417,579,632,521,495,416,313,214,150,74,52,10,17,22,74,139,184,293,348,395,454,461,386,416
w55sCX7ZkLIJNhl_RhwjEg,23,16,18,21,7,8,4,6,5,2,5,2,2,1,,1,1,8,2,9,13,7,7,6
PYe_FDw6QTbTf66WcGE_tw,10,7,8,8,7,7,6,3,7,1,3,1,,1,,,2,,5,4,2,2,6,8
d6_UHGiMQb5_m8mi_tRc2Q,23,26,24,24,33,54,55,30,16,11,2,,,,,,2,3,8,14,15,27,24,31
U-zsJM-VN89i3PbaIbKmJw,73,67,69,80,85,58,60,27,13,9,2,,2,1,2,7,21,27,47,61,76,73,76,56
aNe8ofTYrealxqv7VtFTuw,43,62,46,51,48,56,74,100,90,63,38,19,6,3,8,17,8,10,14,10,13,9,16,14
QpPyuxHVVJ6BtXd-FoCjgw,2,,1,4,9,16,3,,2,1,,1,,1,1,1,,1,,1,4,3,,1
1p0Iu66E3ooq_tZkcmCZkg,,,5,5,3,9,8,4,,2,1,,,,,1,,1,1,,,,,
VyjyHoBg3KC5BSFRlD0ZPQ,710,715,735,637,539,572,499,406,282,195,172,86,44,49,67,135,212,350,494,720,847,775,710,708
m4EqSB0aI17jzMyCtdfWAA,8,6,6,5,3,4,6,3,4,1,2,1,,,3,7,2,8,22,19,31,19,21,14
4X0KWUPcD2EkHN83aa4cXg,35,26,29,34,26,21,19,17,13,14,9,6,5,3,1,4,9,16,29,30,49,43,22,27
A8IouaHOlMHoVIRuAKbKzA,8,10,12,14,8,8,4,5,,,1,1,,1,,2,2,3,2,2,1,1,3,5
Ty9d2LrMfL0CCvJYbOEf_g,,,,1,3,2,2,1,1,1,,,1,,,,,,,,,,,
YRiQtFNteLUUEiGkdQ23vg,10,21,32,25,9,12,12,6,7,14,12,8,4,,1,2,3,1,7,15,18,18,11,12
p0iEUamJVp_QpaheE-Nz_g,304,357,368,379,317,313,264,368,320,155,130,115,73,84,102,148,185,207,282,271,263,298,255,241
gBfPyzPRmeOaj3SdcIj0Rw,63,85,107,145,123,79,24,6,4,2,,1,2,1,,1,1,1,10,32,55,45,48,29
VahVKCDFougCFlWH87OYZQ,5,12,17,17,8,6,8,6,9,2,,1,2,2,2,6,8,15,37,41,29,19,12,6
_wnAPt7ehpybzQptYKNHxQ,1,2,1,1,,1,,1,,3,,,,3,3,1,,,1,,,2,1,1
MqIgMLUdD53r_dmx1goYJg,35,43,61,59,36,26,16,27,18,24,20,19,5,2,5,9,15,18,23,12,21,32,23,6
9d36_PI9Fh7kZ-Pybr2QiA,9,19,20,24,29,49,63,50,23,8,4,,,,,,1,2,1,3,1,2,,5
M--CB6Fhp4XKxsR2PlcP9w,55,69,46,23,29,33,30,12,7,5,1,1,1,,3,2,1,5,20,34,45,74,76,80
CZF9Nm8CFY2R9ZhfwYIARQ,5,18,23,13,13,12,8,9,7,8,4,3,,1,1,2,,3,3,7,6,2,7,8
grA7IS-bMv9wYBoCOEa7GQ,7,7,9,1,1,1,1,,1,,,,,,,,1,16,27,20,23,14,25,12
1CWMNSTRMejdSyXBG2chNg,18,12,25,29,29,13,19,20,16,5,4,3,3,2,,1,3,9,7,5,11,11,12,21
mBPoC45aHpiqx6wp-FpE2g,2,7,4,8,3,3,4,9,12,4,4,,,,,2,3,1,2,1,2,,2,4
MDVbJicJvqaO4WGx0vEabQ,29,31,36,32,25,23,8,,,,,,,,,,,1,10,35,26,35,32,26
jdAdf7keZac1idbgNKG2pw,12,18,20,16,11,14,15,2,3,3,8,4,2,,4,5,18,40,34,19,3,14,6,8
eoyvbnRYQe-z85e8Rc6vAg,17,21,35,44,30,28,18,4,3,,,1,,,1,3,3,2,6,12,23,15,11,22
LlCbRAZfVkyqL21yKSyd4w,,2,3,,3,2,1,3,3,2,1,1,,1,,1,1,1,,,2,1,,1
fwuvm9wWcvFwpQXzcneaDQ,,2,18,22,13,14,10,7,1,,,,,,,1,1,4,1,1,,,2,
mRsb657hi4iQcb0r5_VlYw,3,6,7,2,2,3,2,3,1,1,3,1,1,3,2,10,9,13,6,8,12,6,6,9
bYw7mT1e3frkxG0nd2_mjg,,,,,,,,,,,,,1,,,1,,,,,,,,
5XORYO9raiXVZSGGPvjSmA,5,,6,9,5,9,6,3,1,,2,2,1,,,,2,,3,2,5,3,5,7
w7r_pDUR56k0raVroQhhww,50,73,61,60,39,41,30,22,25,16,11,19,11,2,5,7,36,47,35,35,33,28,17,22
Cr4ipI-tr-R8Q0NilkWNkA,32,65,101,110,114,103,111,101,75,37,15,5,,,1,2,2,5,5,6,6,3,5,15
F-g0QH4IvrFtJUVRzDtzCA,7,20,9,3,1,9,15,12,12,9,6,1,,,,3,,,,2,2,2,4,3
9hEPwq1GmU1dp3ZyBB9ASQ,8,11,9,5,3,8,14,24,19,16,7,2,1,2,1,,1,1,,,2,1,4,3
DC3Uyai-vCCUgMmMvLESlw,16,25,34,22,29,20,12,10,9,12,14,6,5,3,7,3,2,14,15,20,9,16,9,12
kMLbk84aClc4qwSnuuuFzw,12,13,27,34,33,32,20,7,2,2,1,,,,,1,2,1,4,1,7,8,6,7
lxPWvoHDxgxBXIwfRjtLwg,2,4,12,15,20,26,26,27,28,14,13,4,,,,,1,,,,,,,
VR8QvH2g-jEG5EfMzA_G9w,66,94,84,97,94,109,87,73,50,34,5,2,1,2,,3,4,13,33,56,84,84,70,64
b5uCtk5iUcdeSWBNAx40Ug,10,22,14,3,3,2,2,1,1,,2,1,,,,,,,,2,1,2,3,1
Cr-ywH3ZjBqCyolXf8BpVA,8,14,13,17,12,4,,1,,2,,,1,,,,1,,1,1,,1,2,
8bYXg27QEoAx7us15eIL5g,3,11,8,6,5,2,5,3,,,,,,,,,,1,1,5,11,2,4,7
eSLwC2iFJOU4UWXyuPiTpg,31,31,49,63,57,58,46,40,25,10,2,,1,,,2,8,16,18,24,31,25,23,27
E67gGK8yOn9kkNzx8FzQKA,64,71,61,70,40,35,34,40,22,28,11,4,2,1,1,3,5,17,27,49,59,62,71,58
CAxHrXoPrbf0e0AYFPhv6g,8,16,24,15,8,3,6,,4,3,1,1,1,1,3,4,14,18,18,11,9,9,10,6
glVCZzuFSnf24UGYsOl2Vw,5,11,11,11,17,20,47,67,85,37,20,13,10,4,,3,1,1,2,4,1,6,6,4
NSifXpsCRvnsBRqrHF9CJA,10,12,17,8,20,31,15,17,10,9,4,2,1,5,8,7,3,4,2,4,6,10,3,10
BLIJ-p5wYuAhw6Pp6mh6mw,552,580,614,634,598,551,577,513,481,409,299,211,109,75,99,150,212,335,483,598,633,646,667,593
6V_7ldr9tjmet0BdAnC34A,66,44,35,60,28,12,4,2,1,4,1,,,1,,1,2,3,1,1,1,1,2,7
AWmVRR-ekJgJgHZsxSNwpQ,3,10,7,5,5,,4,,4,2,3,1,1,,,1,1,2,,2,6,6,5,5
qtc1YZix_5lHBJTZq7DOpA,16,8,14,24,16,16,13,3,1,1,,2,,,,,,4,10,16,15,11,14,19
GU7ww3eoGTcXAze8VJtC7g,9,8,19,16,18,6,2,1,,,,,,,,,,,,,,1,,1
01SiPgdiOskMC5bUJoyy_g,19,13,19,20,17,15,11,7,2,4,2,3,4,1,,1,3,3,9,15,8,12,2,4
NW366Ota9w52nYofW99u1g,3,9,12,16,9,8,8,6,8,2,3,,,,,,1,,2,11,3,8,13,7
Trbt0Ex85yvwT8DHoEFCvg,10,16,24,29,17,12,3,3,,1,,,1,,2,5,22,29,33,46,33,37,32,21
L3OYVwagsz4fuxpiLi4HUA,1,,2,3,1,7,8,10,5,5,3,,,1,2,,9,3,8,6,3,5,1,2
izl2fi4Ya2W3GqpQ928oSQ,9,6,3,,3,,,1,,,,,,,,1,2,,1,,1,1,19,20
KWBCsxyH7OxsibiY95fx2g,35,92,160,214,210,148,52,16,7,3,2,,,,,,,,,,,,2,
86stmK3Vm2f5W6PdyvuLrQ,7,10,17,10,19,8,7,,,,,,,,,,,,4,6,10,12,9,5
zTNFyAXMEkgVP-o_HTC2xw,5,10,17,19,10,5,4,1,1,,,,,,1,1,2,1,3,2,2,1,4,2
4QmwJBk9VPKyO2DfUeIVWg,6,9,12,22,26,39,38,33,34,18,13,7,12,7,7,6,2,2,4,7,12,8,6,8
pzIcN449xQWWyPWsmj10OA,3,7,3,7,4,15,16,10,5,8,3,5,,,1,,1,,1,3,1,2,3,3
3wQy58Fdg_xrgul2FOw0_A,4,5,10,11,5,3,,1,1,1,,,,1,,,1,,1,,2,1,,
6HVSHPfhO5RUX4oi6YbKuA,2,,4,1,1,,,,,,,,,,,,1,2,1,1,,1,8,7
41Kbugm-qmIQTt7unkALYQ,12,20,37,27,31,14,4,4,,2,1,1,,,,,,1,,,,,,2
KOPittXGiS_CpoAYdPpqGQ,3,9,19,15,14,11,2,,,,,,,,,,,1,,1,1,,1,1
yhYhK7tb3la5KcLlVzG5Lw,2,4,2,1,16,78,128,150,104,63,22,3,1,2,1,,5,4,4,,5,,1,2
LeuGZImVz_IG1e-SMYTSXw,,,,3,4,22,48,27,20,18,5,,,,1,,,1,,1,,1,,
16Fplxu-OwVmTEFxQAUP4g,13,33,43,53,38,19,7,5,1,3,2,1,1,,1,1,3,1,1,2,3,1,1,2
g8oxQ1Ji9mr9PMjhEfaWSg,79,79,87,107,93,73,151,126,69,23,9,6,1,4,,2,3,8,38,69,67,70,66,64
0AQnRQw34IQW9-1gJkYnMA,120,161,128,144,163,133,121,97,78,43,14,5,5,1,2,1,3,5,60,106,137,139,141,117
cPmThZ7Ugpd8eJnIObOy0Q,45,53,69,57,42,18,6,,,,,1,,,,,,,20,39,54,32,35,41
mz9ltimeAIy2c2qf5ctljw,17,192,146,143,357,164,83,48,14,4,2,1,2,2,5,3,8,11,8,6,14,11,8,20
mPbOzrmqgDqpgTw2fLHUPg,,,1,1,,,1,,1,,1,,1,,,,,,,,1,1,,
0KFA2m39eZwq2F7WvMCoyw,11,12,14,16,18,16,26,29,19,30,16,14,6,,2,3,1,4,5,4,10,14,14,9
68vGFIH94olrtPi1kAEYVw,1,2,23,15,7,6,,1,,,2,,,,,,,,,,,,,
q-5tLFZTQPmK0zE1E63lXA,,,1,,2,,,,,,,,,,,,,,,,,,,
uGupeWqih0yIcCg8anM1PA,518,562,577,490,524,456,403,375,297,239,183,157,91,73,96,169,294,363,518,493,483,488,466,427
G9yM_HbWSXto5D-1ppKuJA,,1,,,,2,1,5,1,1,,,,2,,,,,,1,,,,
in1hs9ZPiywjuY1MpMZNkQ,13,14,16,16,26,44,70,55,70,51,24,9,2,2,,1,4,2,5,6,8,9,,13
SycXTaA4MeJZuDK4Y1owDQ,24,45,71,47,29,8,2,,,,,,,,,,,1,21,43,46,39,34,17
DogtzIX8OqcsSigxqnQ9WQ,7,10,12,9,10,6,9,5,4,2,2,1,3,,,,,9,7,14,7,11,8,9
A5_opCP5Gq_x1pI8ZbVa2g,3,5,8,3,2,,2,1,,,1,,,,,3,,2,2,,1,,1,2
TX6BBY9rXOrNlHZdGmbrIQ,3,4,1,1,1,1,1,,,,,,,,,,,,,,,,1,8
CqAfATa4bN_VD5BuY82TRQ,,,,16,5,2,5,4,,1,,1,1,,,,,1,,1,1,,,
COeoqrKejlMnwgyAzTVzKw,3,,,,,,,,,,,,,,,,,,,2,,,,
A6qvHu4tVEKzwjZjWSCeRQ,5,11,13,29,22,11,3,1,,1,,,1,,2,,2,1,2,3,5,2,7,5
1UZi8dTv44-qizFTI64UJA,1,1,8,5,5,2,,2,,,,1,,1,1,1,1,1,,1,,,,
ZqLPwzbrGjOnwescG6ltEQ,,,,,,,,,,,,,,,,,,,,,,,,
NiJfIfs31PK5BHmZnuYoLA,4,2,2,1,1,,2,,,,2,,2,,,1,1,4,18,9,13,10,15,11
L_gl5gnEMxvADScorL-2Hw,11,14,10,9,15,11,16,19,16,18,3,,1,,,,1,1,2,2,5,8,4,4
znI3PLvLNIKvBZFCrgQg9A,,,,,,,,1,,,,,1,,,,,1,,,,,,1
ABJjxuO6oh5D9R48-eAUdQ,12,25,18,21,21,9,2,4,,,2,,,3,2,9,23,31,46,52,42,24,21,16
7Xw_vv-ekUL2sTqipnKT0g,43,65,63,69,45,45,37,25,21,27,16,9,5,1,,3,6,15,36,48,72,65,52,43
maIam6HyU4FB_sBIk9ippA,6,6,5,13,16,14,14,21,13,11,4,7,4,6,12,8,3,3,4,6,5,4,3,5
issNocLJCc1YbTdnwEIlXA,2,2,,1,7,7,6,9,10,3,1,2,1,,2,3,,,1,3,3,1,1,3
-ilCufjKjeswCLyIrCtuqQ,17,17,17,26,17,14,13,13,20,16,17,14,7,2,1,2,4,2,5,13,7,16,12,17
pzUm_jLzVa9JAf4sC6tPLg,,3,2,7,5,15,3,5,2,,,,,,1,1,1,,,2,,,,1
at69MquP_MRqzWEohXlJLA,13,12,11,5,7,9,12,15,6,9,,,,,,,,,,,4,4,4,8
glTBzDHv9wNhEsZa4bQrOA,1,2,7,7,18,21,29,54,29,13,10,9,1,1,,1,1,2,,2,1,,3,2
vw81ARj4ihGzcmanHw6dUg,4,3,1,6,19,45,49,56,50,30,20,8,1,1,2,1,3,2,1,,5,4,2,3
8jlSRdjL4ARMhS3gXrqJmQ,6,4,12,11,8,8,12,9,11,12,9,3,2,1,,,2,4,5,7,10,8,6,10
O_C-2kZMHGnq3ZDL_OaG6Q,13,31,34,42,42,20,14,7,1,,,1,,,,11,23,49,68,76,53,38,29,18
gtB-1QxTscdPj78UE5sWuQ,21,23,33,23,24,19,8,9,17,15,2,5,5,4,1,3,6,16,18,21,16,13,15,12
7fxebHYUwIF6CakxSr70iQ,32,94,196,166,136,90,36,11,5,1,1,,,1,1,5,5,2,4,16,26,21,9,11
UCpUOtvqR-NBWBNVMzJleA,109,167,166,164,171,215,194,180,136,82,21,6,2,1,4,1,4,1,3,5,3,5,11,47
ywCvmXdxwNLICkene1lDnA,4,10,7,8,6,4,7,10,8,2,,1,,1,,3,3,2,,1,3,2,3,4
7zec5DCEukcx8GRFn9LbLQ,15,11,11,28,32,28,22,21,11,6,6,1,1,,2,6,7,3,5,9,6,6,7,6
xGU6La_nGJ7cJrMhbtp__Q,,4,17,31,55,73,64,65,28,18,7,1,1,,,2,1,1,1,1,,1,2,2
9M_P2iMIkf6EGZ47DyxaDA,13,13,8,6,12,8,6,2,4,,1,,,,,,2,3,4,5,3,13,17,12
J4CATH00YZrq8Bne2S4_cw,39,134,180,208,192,102,61,15,4,4,3,2,,1,3,7,7,6,7,7,8,2,6,6
TscyJToVcStsohgRG9qM7g,,4,46,45,19,19,14,1,2,,,,1,,,,,,,,5,3,,3
UYh1N1xQhOh-a7nX92xPzQ,128,143,186,166,154,94,40,10,1,1,,,1,1,,,,11,60,93,142,143,126,94
A5Rkh7UymKm0_Rxm9K2PJw,241,245,261,270,223,210,199,112,77,22,2,1,,2,2,6,6,4,42,107,148,178,143,155
RX8Q4_nu3VnAwXtHdgAKCg,7,7,5,5,5,7,9,1,2,1,1,2,,2,2,1,1,2,5,2,1,3,2,3
82H9MpHRKRIpY6WdKEVL1g,13,9,5,3,2,,,2,3,,,,,1,,6,16,18,35,53,30,36,27,30
EPKg3b0BK20-VKmzrP2W-A,4,4,11,4,9,4,2,4,,4,,,1,,2,3,4,9,15,5,3,3,3,3
pH0BLkL4cbxKzu471VZnuA,111,185,299,377,337,207,151,88,72,14,8,4,3,2,2,11,14,17,33,67,103,98,93,93
lZZLmG1ANLq2Yb3KuVA4NA,1,4,9,9,5,3,3,2,3,2,,,2,,,4,10,14,16,15,13,9,5,8
TeHl9XewPDV8ep7oHRkHXg,3,2,2,5,13,17,19,13,11,9,8,14,9,5,4,4,3,2,3,2,1,2,,2
uuGlYAIvYAX1q1KhpY6dtA,33,74,106,118,101,24,33,15,6,4,8,7,2,1,1,,3,3,1,6,,4,4,6
UJ3J2vIJOrxQ9q7M06Wm4Q,38,34,34,65,73,24,9,2,2,2,3,2,,2,3,20,43,36,53,55,61,56,47,41
uDeycmwCy26ALJHeG3SsEA,55,52,53,67,37,38,20,26,14,9,4,,,1,1,,2,8,14,30,33,40,47,30
MXc4Pm6mL5gOc3zlKw5QDg,4,4,3,6,6,6,2,1,2,3,,,,,,,,,1,,,,,
Al0uCu7s9LQEURwV1F6Bfg,54,27,15,17,6,6,3,6,6,2,,3,1,3,4,4,20,52,178,287,232,183,135,100
_ZfjpSEO5ntk-1hbnwCR4g,53,63,33,60,48,41,45,54,40,29,27,17,13,18,16,32,46,54,52,72,57,50,46,53
Hid4nlHKz1tm3KaxOUyvCg,,5,15,27,16,12,11,4,,2,,1,1,,,,,2,3,1,2,2,1,1
y7clAfbS26JUp_EtEGpWHQ,4,12,70,47,89,68,10,7,1,1,,,,,,1,1,1,2,2,1,1,,1
b48IZPvY6MQO8MXK3uCNCQ,7,9,3,8,4,5,2,3,2,6,1,1,1,,4,,,4,7,5,7,5,6,3
oXL7Jm7N_dUMKV4Oe-C1lA,4,5,,1,3,3,1,2,4,1,,,,,,,,,2,6,3,5,2,7
fGt3udZE8r9JkbfMZnawXg,21,37,34,9,4,9,2,2,1,,,,,,,,,,1,,2,,,5
5t9kTG9DakuamJgY65HA7w,,,2,2,,,4,,1,3,,,,,,,,,,,1,1,,
LnEaDZms5NfvZHLnvamgyA,8,8,5,12,22,25,24,35,28,18,15,8,1,1,1,5,2,4,2,4,3,1,3,7
n4tpkZKqg45ft406vYCF7g,2,9,3,7,5,7,6,3,1,1,1,1,,,1,,,2,3,6,2,,3,2
-4gwgdvSq_PqOmHb70au8Q,,,1,,1,,6,,,,,,,,,,,,,,,,,
1qTx9z8RMz7RIYKAfnpZ0A,3,10,14,20,18,11,8,3,,,,,,1,,1,3,3,1,,,1,2,
4zD8uwQd1RCbpN1l0fJ64A,7,1,2,2,1,2,2,4,1,1,,,,1,,1,1,2,5,5,7,10,8,19
MgYq2omgweKHyTBBqzQplQ,10,8,19,12,12,21,38,25,9,6,1,,,3,1,1,4,1,3,5,1,,5,3
VaKXUpmWTTWDKbpJ3aQdMw,79,85,107,80,35,49,30,25,8,11,11,9,4,1,,5,14,7,30,52,58,57,37,51
w8zw4-3Ns2M4CQxeW9Bszw,,,1,2,6,25,62,53,17,13,9,1,,,,1,1,2,,1,1,,,1
0WQVG1oZOkdUvi7XoGp5OA,5,2,3,4,2,11,57,120,90,53,26,11,3,5,,2,13,12,12,4,14,5,14,2
o6f_n_YyqHq1e7zXz_BP8w,3,8,5,5,3,,,,,,,,,,,,,,1,1,,2,,1
l3joBBpkq0ib11dKUpKMAw,2,18,47,86,106,156,143,115,86,75,37,19,8,3,,,,,1,1,1,,2,
VsewHMsfj1Mgsl2i_hio7w,56,88,137,200,200,249,234,187,147,64,31,10,2,,3,2,,21,41,55,55,92,126,75
i_K9elBRuVJsKEl8nsu5Yg,1,9,8,11,15,26,38,17,12,15,7,,1,1,,,,1,,1,2,4,5,1
GGoQdKo8QgKfTW23hf4Tuw,16,18,19,22,14,21,18,21,15,10,7,13,6,4,,,15,8,12,19,22,13,17,12
S4xzKrDov_QbC5zNyTOEyw,1,,3,3,1,3,,1,1,,,,,,,,,,,,2,4,1,
W-3Sy3fy85mQdd0ZNFKIiw,13,19,25,14,20,9,8,1,,,,,,,,,,,5,8,13,14,6,6
CMN3KmB5SEfONN00s2nEeQ,8,29,39,33,64,19,17,12,3,3,,,2,,,2,3,,2,,1,2,1,1
xTOX8D1Tavoi9vPWL-nWdQ,36,42,23,31,30,44,47,56,43,27,7,4,,1,2,3,5,5,6,12,21,25,28,39
viji5rHhNlsy9w-JmUhyaw,28,36,45,40,23,9,4,,,,,,,,,,1,,11,23,30,30,29,27
fQt9QVAZM9PM0wFDdROvWw,86,89,129,166,216,238,197,138,108,58,27,23,10,8,1,4,4,8,14,39,33,50,70,83
6PqYwabO2g1r2ZB7eImOiw,24,53,47,30,25,7,3,,,,1,,,,,,,2,23,28,39,26,16,25
PIXl4WvAqjl2w9Lj81zXvQ,23,48,65,62,51,27,5,,2,2,1,,,1,,,2,4,4,8,4,11,,9
MpmFFw0GE_2iRFPdsRpJbA,22,22,22,40,276,1217,1721,1533,1010,686,449,197,66,11,6,14,18,35,30,45,30,32,28,23
tXq5OcDNUT9boWJtaxtOlA,10,13,25,19,16,16,7,22,22,13,2,5,4,,1,6,5,10,10,20,15,16,8,9
S2bGqPoTjUc2ywC9FYuBsw,1,1,2,,,,,,,,,,,,,,,2,1,3,3,4,2,1
64QldpwnBOWbv25w2wngmg,19,17,14,9,19,23,25,31,26,18,11,7,,2,4,3,6,19,11,9,11,14,19,19
jhjmgnCYsTpIe-XOMZR-vA,4,12,11,15,7,19,7,5,1,,,,,,,2,,,3,5,9,5,6,10
xkGquJpL_-nAg-ZDaVHjPA,,2,8,1,1,2,4,3,5,4,1,,,,,1,1,5,5,2,3,4,,5
hrhtWc8UcoZqYr2d7YPgEA,123,112,144,92,78,77,85,82,83,42,40,27,24,22,37,58,67,75,90,104,101,75,106,80
1Y58X4-dNJMHmGIJbTzsrg,2,2,1,,,3,2,1,,,,,,,1,,,2,1,3,1,3,,1
x1fx7C_tc064cFATjl4fmQ,8,11,31,18,17,14,9,7,7,3,,3,,,1,3,8,7,8,8,8,5,3,2
-jGA3ADqqv0PyB7Mbo-Zsw,6,6,2,3,,,,,1,,,,,,,,,3,5,8,9,12,15,8
SMPbvZLSMMb7KU76YNYMGg,722,691,664,666,619,598,605,547,487,408,510,237,150,126,132,285,505,495,591,755,747,717,721,758
jKmAswXvFVRHN4VP-88zOA,65,70,49,51,60,35,47,59,35,20,14,5,10,8,23,22,39,41,71,65,75,68,79,68
